transaction_id,date,posting_time,day_of_week,department,vendor,category,amount,approval_limit,approver,invoice_number,flag_reason,leading_digit,root_cause_category
TXN-000515,2025-10-23,16:20,Thursday,Sales,Vendor_031,Supplies,20108.77,20000,Approver_07,INV-104866,Out-of-sequence invoice number,,Data Entry Error
TXN-002396-D,2025-10-24,12:16,Friday,Procurement,Vendor_042,Software,21298.27,50000,Approver_01,INV-104906,Out-of-sequence invoice number,,Data Entry Error
TXN-004629-D,2025-10-27,11:15,Monday,IT,Vendor_048,Equipment,1631.66,40000,Approver_09,INV-104916,Out-of-sequence invoice number,,Data Entry Error
TXN-002191,2025-10-29,14:12,Wednesday,HR,Vendor_020,Equipment,11.99,15000,Approver_06,INV-104979,Out-of-sequence invoice number,,Data Entry Error
TXN-005144,2025-10-31,15:29,Friday,Operations,Vendor_008,Consulting,136.57,30000,Approver_02,INV-105020,Out-of-sequence invoice number,,Data Entry Error
TXN-004660,2025-11-05,15:57,Wednesday,Sales,Vendor_051,Utilities,2500.0,20000,,INV-105084,Out-of-sequence invoice number,,Data Entry Error
TXN-001079,2025-11-10,16:07,Monday,HR,Vendor_033,Supplies,177.34,15000,Approver_11,INV-105153,Out-of-sequence invoice number,,Data Entry Error
TXN-004540,2025-11-17,15:03,Monday,Finance,Vendor_019,Software,321.48,60000,Approver_10,INV-105252,Out-of-sequence invoice number,,Data Entry Error
TXN-001111,2025-11-17,16:40,Monday,HR,Vendor_042,Equipment,6471.66,15000,Approver_10,INV-105263,Out-of-sequence invoice number,,Data Entry Error
TXN-000033,2025-11-18,12:21,Tuesday,Operations,Vendor_022,Travel,142.9,30000,Approver_06,INV-105280,Out-of-sequence invoice number,,Data Entry Error
TXN-005087,2025-11-24,14:13,Monday,Sales,Vendor_055,Travel,372.06,20000,Approver_05,INV-105372,Out-of-sequence invoice number,,Data Entry Error
TXN-001141,2025-11-24,18:56,Monday,Marketing,Vendor_003,Supplies,30.37,25000,Approver_07,INV-105382,Out-of-sequence invoice number,,Data Entry Error
TXN-003159,2025-11-26,10:06,Wednesday,IT,Vendor_041,Misc,51.54,40000,Approver_10,INV-105425,Out-of-sequence invoice number,,Data Entry Error
TXN-003697-D,2025-11-27,09:47,Thursday,Finance,Vendor_001,Software,1102.99,60000,,INV-105461,Out-of-sequence invoice number,,Data Entry Error
TXN-004889-D,2025-11-28,16:55,Friday,IT,Vendor_028,Equipment,34.66,40000,Approver_14,INV-105477,Out-of-sequence invoice number,,Data Entry Error
TXN-000467,2025-12-01,17:52,Monday,Finance,Vendor_032,Equipment,2272.98,60000,Approver_06,INV-105498,Out-of-sequence invoice number,,Data Entry Error
TXN-005488,2025-12-03,16:16,Wednesday,Operations,Vendor_018,Supplies,28553.7,30000,Approver_11,INV-105538,Out-of-sequence invoice number,,Data Entry Error
TXN-000008,2025-12-04,14:23,Thursday,HR,Vendor_045,Travel,190.96,15000,Approver_09,INV-105554,Out-of-sequence invoice number,,Data Entry Error
TXN-004359,2025-12-04,09:06,Thursday,Sales,Vendor_003,Supplies,44.76,20000,Approver_05,INV-105567,Out-of-sequence invoice number,,Data Entry Error
TXN-003475,2025-12-08,16:10,Monday,Marketing,Vendor_024,Consulting,130.96,25000,Approver_08,INV-105600,Out-of-sequence invoice number,,Data Entry Error
TXN-002165,2025-12-08,12:19,Monday,Procurement,Vendor_017,Consulting,59964.26,50000,Approver_15,INV-105624,Out-of-sequence invoice number,,Data Entry Error
TXN-001463-D,2025-12-09,12:02,Tuesday,Sales,Vendor_014,Software,76451.58,20000,Approver_09,INV-105645,Out-of-sequence invoice number,,Data Entry Error
TXN-002659,2025-12-10,10:40,Wednesday,Finance,Vendor_025,Software,72.43,60000,Approver_06,INV-105670,Out-of-sequence invoice number,,Data Entry Error
TXN-005671,2025-12-10,14:58,Wednesday,Procurement,Vendor_027,Travel,248.83,50000,Approver_10,INV-105675,Out-of-sequence invoice number,,Data Entry Error
TXN-001210,2025-12-11,18:13,Thursday,Marketing,Vendor_014,Supplies,891.62,25000,Approver_15,INV-105700,Out-of-sequence invoice number,,Data Entry Error
TXN-000925,2025-12-12,11:00,Friday,Marketing,Vendor_016,Equipment,20.2,25000,Approver_04,INV-105715,Out-of-sequence invoice number,,Data Entry Error
TXN-001056-D,2025-12-12,09:57,Friday,Sales,Vendor_027,Misc,385.39,20000,Approver_10,INV-105718,Out-of-sequence invoice number,,Data Entry Error
TXN-004208,2025-12-15,11:11,Monday,Sales,Vendor_020,Travel,3213.82,20000,Approver_14,INV-105752,Out-of-sequence invoice number,,Data Entry Error
TXN-003238,2025-12-16,08:40,Tuesday,Marketing,Vendor_036,Misc,36.56,25000,Approver_13,INV-105768,Out-of-sequence invoice number,,Data Entry Error
TXN-000803,2025-12-17,11:31,Wednesday,IT,Vendor_033,Software,422.76,40000,Approver_14,INV-105796,Out-of-sequence invoice number,,Data Entry Error
TXN-001198,2025-12-17,17:46,Wednesday,IT,Vendor_037,Equipment,463.65,40000,Approver_03,INV-105799,Out-of-sequence invoice number,,Data Entry Error
TXN-005773-D,2025-12-17,09:57,Wednesday,IT,Vendor_021,Equipment,6854.91,40000,Approver_07,INV-105798,Out-of-sequence invoice number,,Data Entry Error
TXN-004909-D,2025-12-17,11:40,Wednesday,Finance,Vendor_015,Travel,969.89,60000,Approver_01,INV-105789,Out-of-sequence invoice number,,Data Entry Error
TXN-003050,2025-12-18,11:26,Thursday,Operations,Vendor_010,Utilities,53875.73,30000,Approver_02,INV-105797,Out-of-sequence invoice number,,Data Entry Error
TXN-005375-D,2025-12-22,09:10,Monday,Operations,Vendor_020,Utilities,32959.68,30000,Approver_07,INV-105839,Out-of-sequence invoice number,,Data Entry Error
TXN-001072,2025-12-24,00:38,Wednesday,Sales,Vendor_038,Misc,412.68,20000,Approver_01,INV-105894,Out-of-sequence invoice number,,Data Entry Error
TXN-000890-D,2025-12-25,15:08,Thursday,Operations,Vendor_055,Misc,260.28,30000,Approver_01,INV-105908,Out-of-sequence invoice number,,Data Entry Error
TXN-003317,2025-12-26,10:58,Friday,Procurement,Vendor_023,Misc,16041.85,50000,Approver_07,INV-105949,Out-of-sequence invoice number,,Data Entry Error
TXN-001791-D,2025-12-30,14:47,Tuesday,Marketing,Vendor_042,Utilities,15.22,25000,Approver_02,INV-105988,Out-of-sequence invoice number,,Data Entry Error
TXN-003632,2025-01-01,11:46,Wednesday,HR,Vendor_045,Consulting,14725.72,15000,Approver_08,INV-100014,Just under approval limit,,Policy Violation Risk
TXN-001534,2025-01-02,08:33,Thursday,Finance,Vendor_030,Misc,59180.67,60000,Approver_03,INV-100019,Just under approval limit,,Policy Violation Risk
TXN-005387,2025-01-02,10:53,Thursday,Marketing,Vendor_047,Software,23466.79,25000,Approver_04,INV-100027,Just under approval limit,,Policy Violation Risk
TXN-000266,2025-01-02,14:02,Thursday,HR,Vendor_055,Equipment,14101.4,15000,Approver_03,INV-100036,Just under approval limit,,Policy Violation Risk
TXN-005342,2025-01-03,09:23,Friday,HR,Vendor_038,Misc,14466.25,15000,Approver_08,INV-100055,Just under approval limit,,Policy Violation Risk
TXN-001958,2025-01-06,16:36,Monday,Sales,Vendor_049,Supplies,19391.5,20000,Approver_03,INV-100072,Just under approval limit,,Policy Violation Risk
TXN-004209,2025-01-07,09:40,Tuesday,Sales,Vendor_003,Travel,19125.27,20000,Approver_10,INV-100094,Just under approval limit,,Policy Violation Risk
TXN-001336,2025-01-07,15:45,Tuesday,Marketing,Vendor_057,Misc,23909.92,25000,Approver_06,INV-100112,Just under approval limit,,Policy Violation Risk
TXN-004077,2025-01-08,10:33,Wednesday,Marketing,Vendor_005,Software,23643.03,25000,Approver_08,INV-100119,Just under approval limit,,Policy Violation Risk
TXN-003265,2025-01-08,11:29,Wednesday,HR,Vendor_008,Equipment,13611.34,15000,Approver_01,INV-100131,Just under approval limit,,Policy Violation Risk
TXN-000702,2025-01-09,16:17,Thursday,Marketing,Vendor_055,Misc,22717.14,25000,Approver_09,INV-100147,Just under approval limit,,Policy Violation Risk
TXN-005398,2025-01-10,18:22,Friday,Marketing,Vendor_048,Misc,22601.05,25000,Approver_01,INV-100163,Just under approval limit,,Policy Violation Risk
TXN-004865,2025-01-13,15:46,Monday,Procurement,Vendor_017,Software,48397.15,50000,Approver_04,INV-100193,Just under approval limit,,Policy Violation Risk
TXN-003417,2025-01-14,18:37,Tuesday,Finance,Vendor_034,Supplies,55513.84,60000,Approver_12,INV-100222,Just under approval limit,,Policy Violation Risk
TXN-005386,2025-01-17,16:34,Friday,Procurement,Vendor_002,Supplies,49361.69,50000,Approver_14,INV-100279,Just under approval limit,,Policy Violation Risk
TXN-005277,2025-01-20,18:37,Monday,Sales,Vendor_001,Misc,19465.21,20000,Approver_07,INV-100309,Just under approval limit,,Policy Violation Risk
TXN-002529,2025-01-22,15:41,Wednesday,Sales,Vendor_024,Travel,18536.69,20000,Approver_08,INV-100343,Just under approval limit,,Policy Violation Risk
TXN-005702,2025-01-23,16:26,Thursday,IT,Vendor_045,Utilities,36811.01,40000,Approver_03,INV-100375,Just under approval limit,,Policy Violation Risk
TXN-003878,2025-01-24,10:47,Friday,Marketing,Vendor_007,Consulting,23907.72,25000,Approver_10,INV-100405,Just under approval limit,,Policy Violation Risk
TXN-004509,2025-01-27,18:33,Monday,Procurement,Vendor_039,Misc,46698.58,50000,Approver_12,INV-100430,Just under approval limit,,Policy Violation Risk
TXN-000933,2025-01-29,14:08,Wednesday,IT,Vendor_045,Travel,36536.22,40000,Approver_13,INV-100467,Just under approval limit,,Policy Violation Risk
TXN-003519,2025-01-29,08:17,Wednesday,HR,Vendor_039,Travel,14817.04,15000,Approver_04,INV-100468,Just under approval limit,,Policy Violation Risk
TXN-003676,2025-01-29,15:55,Wednesday,Sales,Vendor_056,Supplies,19085.33,20000,Approver_10,INV-100483,Just under approval limit,,Policy Violation Risk
TXN-005533,2025-01-30,13:39,Thursday,Procurement,Vendor_007,Software,46844.84,50000,Approver_10,INV-100489,Just under approval limit,,Policy Violation Risk
TXN-002660,2025-01-30,15:03,Thursday,IT,Vendor_023,Utilities,38455.3,40000,Approver_03,INV-100502,Just under approval limit,,Policy Violation Risk
TXN-003501,2025-01-31,10:29,Friday,Marketing,Vendor_047,Misc,23631.36,25000,Approver_05,INV-100508,Just under approval limit,,Policy Violation Risk
TXN-002046,2025-01-31,16:29,Friday,Finance,Vendor_025,Misc,59585.53,60000,Approver_07,INV-100515,Just under approval limit,,Policy Violation Risk
TXN-002276,2025-01-31,10:17,Friday,Sales,Vendor_002,Utilities,18426.68,20000,Approver_08,INV-100522,Just under approval limit,,Policy Violation Risk
TXN-003068,2025-01-31,17:38,Friday,IT,Vendor_050,Misc,36509.17,40000,Approver_04,INV-100524,Just under approval limit,,Policy Violation Risk
TXN-001236,2025-01-31,10:27,Friday,IT,Vendor_010,Supplies,39594.16,40000,Approver_01,INV-100532,Just under approval limit,,Policy Violation Risk
TXN-000028,2025-02-04,16:16,Tuesday,Operations,Vendor_041,Equipment,29508.32,30000,Approver_06,INV-100561,Just under approval limit,,Policy Violation Risk
TXN-000518,2025-02-04,16:48,Tuesday,Operations,Vendor_051,Supplies,29245.71,30000,Approver_15,INV-100574,Just under approval limit,,Policy Violation Risk
TXN-003594,2025-02-04,15:47,Tuesday,Operations,Vendor_031,Software,28924.47,30000,Approver_08,INV-100581,Just under approval limit,,Policy Violation Risk
TXN-002632,2025-02-05,10:32,Wednesday,HR,Vendor_005,Misc,13823.03,15000,Approver_12,INV-100597,Just under approval limit,,Policy Violation Risk
TXN-005178,2025-02-06,11:58,Thursday,Finance,Vendor_035,Misc,55991.35,60000,Approver_01,INV-100613,Just under approval limit,,Policy Violation Risk
TXN-003104,2025-02-06,18:12,Thursday,Finance,Vendor_018,Misc,58082.12,60000,Approver_10,INV-100631,Just under approval limit,,Policy Violation Risk
TXN-004640,2025-02-11,15:38,Tuesday,Sales,Vendor_023,Travel,18986.27,20000,Approver_09,INV-100684,Just under approval limit,,Policy Violation Risk
TXN-000553,2025-02-14,11:08,Friday,HR,Vendor_043,Software,14215.36,15000,Approver_08,INV-100737,Just under approval limit,,Policy Violation Risk
TXN-004821,2025-02-14,11:01,Friday,Operations,Vendor_056,Travel,28291.5,30000,Approver_11,INV-100744,Just under approval limit,,Policy Violation Risk
TXN-004321,2025-02-14,12:37,Friday,Finance,Vendor_015,Supplies,56134.73,60000,Approver_02,INV-100749,Just under approval limit,,Policy Violation Risk
TXN-003863,2025-02-17,13:16,Monday,Marketing,Vendor_014,Supplies,22509.66,25000,Approver_13,INV-100758,Just under approval limit,,Policy Violation Risk
TXN-004955,2025-02-18,13:45,Tuesday,HR,Vendor_037,Consulting,14714.37,15000,Approver_11,INV-100773,Just under approval limit,,Policy Violation Risk
TXN-002641,2025-02-18,15:08,Tuesday,Finance,Vendor_050,Equipment,59406.6,60000,Approver_03,INV-100781,Just under approval limit,,Policy Violation Risk
TXN-001105,2025-02-19,16:35,Wednesday,Marketing,Vendor_002,Equipment,22687.19,25000,Approver_04,INV-100793,Just under approval limit,,Policy Violation Risk
TXN-002727,2025-02-20,16:10,Thursday,Finance,Vendor_022,Consulting,54563.39,60000,Approver_10,INV-100811,Just under approval limit,,Policy Violation Risk
TXN-000536,2025-02-21,17:28,Friday,Procurement,Vendor_006,Software,46916.53,50000,Approver_03,INV-100839,Just under approval limit,,Policy Violation Risk
TXN-002673,2025-02-21,15:43,Friday,Finance,Vendor_041,Software,56018.76,60000,Approver_05,INV-100848,Just under approval limit,,Policy Violation Risk
TXN-005761,2025-02-24,18:21,Monday,Procurement,Vendor_044,Consulting,45540.57,50000,Approver_12,INV-100865,Just under approval limit,,Policy Violation Risk
TXN-003425,2025-02-24,17:08,Monday,Finance,Vendor_059,Travel,56105.18,60000,Approver_05,INV-100873,Just under approval limit,,Policy Violation Risk
TXN-002169,2025-02-25,12:15,Tuesday,HR,Vendor_044,Software,14019.16,15000,Approver_06,INV-100889,Just under approval limit,,Policy Violation Risk
TXN-001119,2025-02-26,08:15,Wednesday,IT,Vendor_057,Supplies,36484.97,40000,Approver_08,INV-100918,Just under approval limit,,Policy Violation Risk
TXN-001609,2025-02-27,13:55,Thursday,Sales,Vendor_002,Equipment,19938.47,20000,Approver_06,INV-100930,Just under approval limit,,Policy Violation Risk
TXN-001507,2025-02-28,16:16,Friday,HR,Vendor_050,Consulting,14921.27,15000,Approver_08,INV-100961,Just under approval limit,,Policy Violation Risk
TXN-004433,2025-02-28,18:00,Friday,Operations,Vendor_019,Utilities,29331.32,30000,Approver_13,INV-100963,Just under approval limit,,Policy Violation Risk
TXN-002568,2025-02-28,15:20,Friday,Operations,Vendor_040,Software,29666.34,30000,Approver_15,INV-100974,Just under approval limit,,Policy Violation Risk
TXN-000792,2025-03-04,15:11,Tuesday,HR,Vendor_052,Travel,14829.2,15000,Approver_15,INV-101026,Just under approval limit,,Policy Violation Risk
TXN-001489,2025-03-06,16:51,Thursday,HR,Vendor_049,Software,14226.65,15000,,INV-101057,Just under approval limit,,Policy Violation Risk
TXN-004588,2025-03-07,15:03,Friday,Procurement,Vendor_047,Misc,46264.62,50000,Approver_01,INV-101068,Just under approval limit,,Policy Violation Risk
TXN-001942,2025-03-10,10:28,Monday,Operations,Vendor_060,Supplies,29524.3,30000,Approver_02,INV-101083,Just under approval limit,,Policy Violation Risk
TXN-005236,2025-03-10,11:14,Monday,HR,Vendor_031,Supplies,14179.86,15000,Approver_04,INV-101102,Just under approval limit,,Policy Violation Risk
TXN-000620,2025-03-11,11:21,Tuesday,Finance,Vendor_022,Supplies,56847.43,60000,Approver_01,INV-101111,Just under approval limit,,Policy Violation Risk
TXN-004738,2025-03-11,14:19,Tuesday,HR,Vendor_058,Misc,13771.24,15000,Approver_02,INV-101123,Just under approval limit,,Policy Violation Risk
TXN-000876,2025-03-12,16:44,Wednesday,HR,Vendor_007,Utilities,14752.87,15000,Approver_12,INV-101128,Just under approval limit,,Policy Violation Risk
TXN-002625,2025-03-13,08:03,Thursday,HR,Vendor_052,Consulting,13860.84,15000,Approver_10,INV-101145,Just under approval limit,,Policy Violation Risk
TXN-003325,2025-03-13,10:48,Thursday,Operations,Vendor_009,Consulting,27806.13,30000,Approver_12,INV-101146,Just under approval limit,,Policy Violation Risk
TXN-004023,2025-03-13,12:04,Thursday,Procurement,Vendor_004,Equipment,48926.48,50000,Approver_12,INV-101152,Just under approval limit,,Policy Violation Risk
TXN-000257,2025-03-13,15:05,Thursday,Sales,Vendor_060,Supplies,19147.74,20000,Approver_11,INV-101167,Just under approval limit,,Policy Violation Risk
TXN-002799,2025-03-14,15:31,Friday,Operations,Vendor_013,Software,27801.59,30000,Approver_15,INV-101183,Just under approval limit,,Policy Violation Risk
TXN-002018,2025-03-17,09:40,Monday,Marketing,Vendor_009,Software,22630.98,25000,Approver_14,INV-101211,Just under approval limit,,Policy Violation Risk
TXN-000734,2025-03-18,16:40,Tuesday,IT,Vendor_043,Equipment,36286.57,40000,Approver_07,INV-101235,Just under approval limit,,Policy Violation Risk
TXN-004061,2025-03-18,11:36,Tuesday,Sales,Vendor_004,Travel,18804.37,20000,Approver_01,INV-101242,Just under approval limit,,Policy Violation Risk
TXN-001574,2025-03-18,10:26,Tuesday,Marketing,Vendor_032,Misc,22759.23,25000,Approver_02,INV-101243,Just under approval limit,,Policy Violation Risk
TXN-005281,2025-03-18,16:01,Tuesday,Operations,Vendor_014,Travel,29048.45,30000,Approver_14,INV-101257,Just under approval limit,,Policy Violation Risk
TXN-004240,2025-03-21,08:11,Friday,HR,Vendor_031,Misc,14869.39,15000,Approver_11,INV-101321,Just under approval limit,,Policy Violation Risk
TXN-003640,2025-03-21,08:31,Friday,Sales,Vendor_028,Misc,18719.77,20000,Approver_06,INV-101325,Just under approval limit,,Policy Violation Risk
TXN-002948,2025-03-24,09:30,Monday,Sales,Vendor_004,Utilities,19542.92,20000,,INV-101352,Just under approval limit,,Policy Violation Risk
TXN-004722,2025-03-25,16:02,Tuesday,Finance,Vendor_035,Utilities,55120.07,60000,Approver_03,INV-101365,Just under approval limit,,Policy Violation Risk
TXN-003433,2025-03-25,10:29,Tuesday,HR,Vendor_035,Utilities,13885.49,15000,Approver_12,INV-101382,Just under approval limit,,Policy Violation Risk
TXN-004093,2025-03-27,15:14,Thursday,Finance,Vendor_044,Supplies,58595.96,60000,Approver_05,INV-101414,Just under approval limit,,Policy Violation Risk
TXN-000197,2025-03-27,18:54,Thursday,Sales,Vendor_056,Misc,18493.65,20000,Approver_10,INV-101431,Just under approval limit,,Policy Violation Risk
TXN-000203,2025-03-28,15:44,Friday,Procurement,Vendor_046,Software,47415.75,50000,Approver_08,INV-101437,Just under approval limit,,Policy Violation Risk
TXN-005961,2025-03-28,15:04,Friday,Finance,Vendor_024,Misc,57214.57,60000,Approver_02,INV-101438,Just under approval limit,,Policy Violation Risk
TXN-000363,2025-03-28,16:22,Friday,HR,Vendor_013,Utilities,13921.72,15000,Approver_15,INV-101440,Just under approval limit,,Policy Violation Risk
TXN-003515,2025-03-28,12:59,Friday,IT,Vendor_007,Equipment,38572.27,40000,Approver_12,INV-101443,Just under approval limit,,Policy Violation Risk
TXN-002730,2025-04-01,14:24,Tuesday,Operations,Vendor_052,Software,27569.56,30000,Approver_09,INV-101482,Just under approval limit,,Policy Violation Risk
TXN-004700,2025-04-01,16:36,Tuesday,Sales,Vendor_037,Supplies,19667.67,20000,Approver_09,INV-101496,Just under approval limit,,Policy Violation Risk
TXN-000168,2025-04-03,12:48,Thursday,Operations,Vendor_010,Supplies,28673.13,30000,Approver_08,INV-101532,Just under approval limit,,Policy Violation Risk
TXN-000796,2025-04-03,10:31,Thursday,HR,Vendor_060,Supplies,13867.38,15000,Approver_04,INV-101548,Just under approval limit,,Policy Violation Risk
TXN-003291,2025-04-04,11:10,Friday,Procurement,Vendor_043,Supplies,45283.49,50000,Approver_01,INV-101568,Just under approval limit,,Policy Violation Risk
TXN-004927,2025-04-04,15:53,Friday,Operations,Vendor_043,Supplies,28080.64,30000,Approver_07,INV-101575,Just under approval limit,,Policy Violation Risk
TXN-003853,2025-04-07,17:27,Monday,Procurement,Vendor_013,Software,48706.41,50000,Approver_01,INV-101581,Just under approval limit,,Policy Violation Risk
TXN-003063,2025-04-08,14:24,Tuesday,HR,Vendor_040,Consulting,13961.79,15000,Approver_07,INV-101620,Just under approval limit,,Policy Violation Risk
TXN-003539,2025-04-09,12:57,Wednesday,Marketing,Vendor_056,Utilities,24099.05,25000,Approver_12,INV-101628,Just under approval limit,,Policy Violation Risk
TXN-005205,2025-04-10,13:52,Thursday,HR,Vendor_046,Software,14106.22,15000,Approver_04,INV-101655,Just under approval limit,,Policy Violation Risk
TXN-004776,2025-04-10,15:39,Thursday,Sales,Vendor_025,Supplies,19154.54,20000,Approver_04,INV-101671,Just under approval limit,,Policy Violation Risk
TXN-002996,2025-04-11,12:22,Friday,Finance,Vendor_051,Consulting,55257.56,60000,Approver_10,INV-101695,Just under approval limit,,Policy Violation Risk
TXN-004162,2025-04-16,18:10,Wednesday,IT,Vendor_048,Travel,39307.5,40000,Approver_14,INV-101756,Just under approval limit,,Policy Violation Risk
TXN-001848,2025-04-16,11:53,Wednesday,Operations,Vendor_002,Equipment,28022.14,30000,,INV-101758,Just under approval limit,,Policy Violation Risk
TXN-000227,2025-04-16,16:05,Wednesday,Finance,Vendor_021,Software,54357.12,60000,Approver_10,INV-101773,Just under approval limit,,Policy Violation Risk
TXN-001701,2025-04-17,12:06,Thursday,Operations,Vendor_028,Supplies,27432.09,30000,Approver_08,INV-101795,Just under approval limit,,Policy Violation Risk
TXN-003666,2025-04-17,16:05,Thursday,Finance,Vendor_042,Travel,58241.13,60000,,INV-101796,Just under approval limit,,Policy Violation Risk
TXN-000213,2025-04-18,15:36,Friday,Sales,Vendor_004,Consulting,18468.69,20000,Approver_05,INV-101810,Just under approval limit,,Policy Violation Risk
TXN-005585,2025-04-21,15:22,Monday,HR,Vendor_056,Equipment,14809.8,15000,Approver_13,INV-101849,Just under approval limit,,Policy Violation Risk
TXN-001696,2025-04-25,10:50,Friday,HR,Vendor_023,Travel,14512.73,15000,Approver_01,INV-101933,Just under approval limit,,Policy Violation Risk
TXN-001025,2025-04-28,18:31,Monday,HR,Vendor_047,Equipment,13645.46,15000,Approver_10,INV-101951,Just under approval limit,,Policy Violation Risk
TXN-002615,2025-04-30,13:50,Wednesday,Marketing,Vendor_014,Misc,24243.63,25000,Approver_08,INV-101984,Just under approval limit,,Policy Violation Risk
TXN-001104,2025-04-30,16:30,Wednesday,IT,Vendor_044,Travel,37559.02,40000,Approver_04,INV-101992,Just under approval limit,,Policy Violation Risk
TXN-003711,2025-04-30,15:12,Wednesday,Procurement,Vendor_020,Utilities,48483.46,50000,Approver_12,INV-102004,Just under approval limit,,Policy Violation Risk
TXN-004368,2025-04-30,14:52,Wednesday,Sales,Vendor_044,Equipment,18957.79,20000,Approver_09,INV-102006,Just under approval limit,,Policy Violation Risk
TXN-000251,2025-04-30,15:35,Wednesday,Sales,Vendor_053,Consulting,18890.66,20000,Approver_09,INV-102008,Just under approval limit,,Policy Violation Risk
TXN-004921,2025-05-06,16:30,Tuesday,HR,Vendor_028,Supplies,14661.96,15000,Approver_08,INV-102084,Just under approval limit,,Policy Violation Risk
TXN-000161,2025-05-06,18:49,Tuesday,IT,Vendor_044,Utilities,38028.77,40000,Approver_11,INV-102092,Just under approval limit,,Policy Violation Risk
TXN-002821,2025-05-06,11:08,Tuesday,Marketing,Vendor_007,Software,22671.24,25000,Approver_06,INV-102094,Just under approval limit,,Policy Violation Risk
TXN-005199,2025-05-09,15:24,Friday,Finance,Vendor_009,Utilities,58081.89,60000,Approver_02,INV-102167,Just under approval limit,,Policy Violation Risk
TXN-000201,2025-05-09,16:47,Friday,Procurement,Vendor_055,Supplies,49283.37,50000,Approver_05,INV-102175,Just under approval limit,,Policy Violation Risk
TXN-004275,2025-05-09,15:17,Friday,Sales,Vendor_038,Utilities,18200.39,20000,Approver_08,INV-102176,Just under approval limit,,Policy Violation Risk
TXN-000642,2025-05-12,14:52,Monday,Procurement,Vendor_030,Utilities,47513.83,50000,Approver_08,INV-102179,Just under approval limit,,Policy Violation Risk
TXN-003847,2025-05-12,11:43,Monday,Sales,Vendor_049,Utilities,19386.2,20000,Approver_09,INV-102201,Just under approval limit,,Policy Violation Risk
TXN-001941,2025-05-14,17:10,Wednesday,Sales,Vendor_049,Consulting,18374.69,20000,Approver_08,INV-102235,Just under approval limit,,Policy Violation Risk
TXN-005449,2025-05-15,18:22,Thursday,Operations,Vendor_031,Travel,28167.27,30000,Approver_07,INV-102263,Just under approval limit,,Policy Violation Risk
TXN-004262,2025-05-16,16:00,Friday,IT,Vendor_047,Software,37131.19,40000,Approver_07,INV-102281,Just under approval limit,,Policy Violation Risk
TXN-001313,2025-05-16,17:54,Friday,Marketing,Vendor_045,Supplies,24534.05,25000,Approver_09,INV-102296,Just under approval limit,,Policy Violation Risk
TXN-004743,2025-05-19,09:00,Monday,Marketing,Vendor_003,Supplies,23361.33,25000,Approver_07,INV-102306,Just under approval limit,,Policy Violation Risk
TXN-004988,2025-05-19,12:58,Monday,Finance,Vendor_019,Utilities,59345.73,60000,Approver_06,INV-102315,Just under approval limit,,Policy Violation Risk
TXN-001938,2025-05-20,15:06,Tuesday,Sales,Vendor_010,Misc,19833.5,20000,Approver_14,INV-102325,Just under approval limit,,Policy Violation Risk
TXN-002770,2025-05-20,15:57,Tuesday,IT,Vendor_008,Equipment,38708.31,40000,Approver_11,INV-102332,Just under approval limit,,Policy Violation Risk
TXN-005895,2025-05-22,14:29,Thursday,Operations,Vendor_012,Misc,29273.33,30000,Approver_02,INV-102373,Just under approval limit,,Policy Violation Risk
TXN-004657,2025-05-23,12:16,Friday,Sales,Vendor_045,Misc,19693.04,20000,Approver_01,INV-102398,Just under approval limit,,Policy Violation Risk
TXN-001634,2025-05-23,12:20,Friday,Marketing,Vendor_041,Equipment,23478.26,25000,Approver_03,INV-102401,Just under approval limit,,Policy Violation Risk
TXN-001518,2025-05-26,14:41,Monday,HR,Vendor_015,Supplies,13861.51,15000,Approver_11,INV-102431,Just under approval limit,,Policy Violation Risk
TXN-003872,2025-05-26,10:06,Monday,Procurement,Vendor_043,Equipment,49032.76,50000,Approver_05,INV-102436,Just under approval limit,,Policy Violation Risk
TXN-001933,2025-05-27,12:41,Tuesday,Procurement,Vendor_006,Software,45570.06,50000,Approver_08,INV-102446,Just under approval limit,,Policy Violation Risk
TXN-001243,2025-05-29,17:51,Thursday,Marketing,Vendor_052,Travel,24626.57,25000,Approver_07,INV-102489,Just under approval limit,,Policy Violation Risk
TXN-004697,2025-05-30,15:25,Friday,HR,Vendor_018,Consulting,13551.37,15000,Approver_09,INV-102505,Just under approval limit,,Policy Violation Risk
TXN-000588,2025-05-30,09:58,Friday,Finance,Vendor_047,Misc,57942.8,60000,Approver_07,INV-102508,Just under approval limit,,Policy Violation Risk
TXN-000132,2025-06-04,18:16,Wednesday,HR,Vendor_007,Supplies,14666.62,15000,Approver_06,INV-102574,Just under approval limit,,Policy Violation Risk
TXN-002059,2025-06-05,11:03,Thursday,Operations,Vendor_029,Travel,29510.88,30000,Approver_02,INV-102615,Just under approval limit,,Policy Violation Risk
TXN-003917,2025-06-06,13:46,Friday,HR,Vendor_034,Travel,14197.58,15000,Approver_08,INV-102624,Just under approval limit,,Policy Violation Risk
TXN-001778,2025-06-06,10:08,Friday,Finance,Vendor_008,Consulting,56603.85,60000,Approver_04,INV-102630,Just under approval limit,,Policy Violation Risk
TXN-002562,2025-06-09,16:37,Monday,Sales,Vendor_059,Utilities,19359.37,20000,Approver_15,INV-102636,Just under approval limit,,Policy Violation Risk
