transaction_id,date,posting_time,day_of_week,department,vendor,category,amount,approval_limit,approver,invoice_number
TXN-002681,2025-03-14,15:49,Friday,IT,Vendor_011,Travel,910.01,40000,Approver_03,INV-101192
TXN-000121,2025-03-14,10:56,Friday,HR,Vendor_060,Utilities,1652.93,15000,Approver_13,INV-101193
TXN-004710,2025-03-14,17:11,Friday,HR,Vendor_034,Misc,48926.93,15000,Approver_05,INV-101194
TXN-005278,2025-03-14,13:59,Friday,Operations,Vendor_054,Utilities,440.59,30000,Approver_15,INV-101195
TXN-001548,2025-03-14,13:29,Friday,Finance,Vendor_059,Utilities,141.69,60000,Approver_13,INV-101196
TXN-004144,2025-03-15,11:27,Saturday,Finance,Vendor_020,Equipment,64.59,60000,,INV-101197
TXN-003473,2025-03-16,21:03,Sunday,IT,Vendor_012,Consulting,63.92,40000,Approver_15,INV-101198
TXN-005416,2025-03-17,17:16,Monday,Finance,Vendor_028,Utilities,999.56,60000,Approver_14,INV-101199
TXN-000243,2025-03-17,23:25,Monday,IT,Vendor_051,Misc,12.97,40000,Approver_04,INV-101200
TXN-000577,2025-03-17,17:43,Monday,Sales,Vendor_007,Supplies,23822.44,20000,,INV-101201
TXN-002972,2025-03-17,12:15,Monday,HR,Vendor_059,Travel,160.54,15000,Approver_15,INV-101202
TXN-004794,2025-03-17,13:41,Monday,Operations,Vendor_009,Consulting,181.6,30000,Approver_04,INV-101203
TXN-000857,2025-03-17,16:26,Monday,HR,Vendor_033,Travel,726.16,15000,Approver_09,INV-101204
TXN-005567,2025-03-17,15:17,Monday,Operations,Vendor_011,Equipment,185.9,30000,Approver_01,INV-101205
TXN-005668,2025-03-17,16:39,Monday,Finance,Vendor_047,Travel,836.5,60000,Approver_12,INV-101206
TXN-003750,2025-03-17,16:03,Monday,Operations,Vendor_034,Travel,8307.48,30000,Approver_02,INV-101207
TXN-004364,2025-03-17,14:32,Monday,Finance,Vendor_015,Travel,1283.59,60000,Approver_04,INV-101208
TXN-000164,2025-03-17,10:24,Monday,Procurement,Vendor_005,Travel,4748.03,50000,Approver_14,INV-101209
TXN-004119,2025-03-17,18:37,Monday,IT,Vendor_030,Supplies,81961.15,40000,Approver_01,INV-101210
TXN-002018,2025-03-17,09:40,Monday,Marketing,Vendor_009,Software,22630.98,25000,Approver_14,INV-101211
TXN-000081,2025-03-17,12:00,Monday,Operations,Vendor_037,Utilities,3753.82,30000,Approver_08,INV-101212
TXN-002560,2025-03-17,10:03,Monday,Marketing,Vendor_022,Misc,16.67,25000,Approver_06,INV-101213
TXN-005594,2025-03-17,12:35,Monday,IT,Vendor_016,Software,12.38,40000,Approver_11,INV-101214
TXN-005971,2025-03-17,10:16,Monday,HR,Vendor_017,Misc,865.98,15000,Approver_14,INV-101210
TXN-001494,2025-03-17,18:08,Monday,HR,Vendor_059,Misc,102.32,15000,Approver_02,INV-101216
TXN-002890,2025-03-17,12:41,Monday,Operations,Vendor_038,Travel,32267.61,30000,Approver_04,INV-101217
TXN-001112,2025-03-17,16:52,Monday,Sales,Vendor_009,Utilities,2331.62,20000,Approver_02,INV-101218
TXN-002056,2025-03-17,10:16,Monday,HR,Vendor_008,Travel,1917.15,15000,Approver_10,INV-101219
TXN-004447,2025-03-17,16:41,Monday,Marketing,Vendor_003,Consulting,1075.83,25000,Approver_04,INV-101220
TXN-004777,2025-03-17,12:26,Monday,HR,Vendor_042,Consulting,10.5,15000,Approver_03,INV-101221
TXN-005472,2025-03-17,09:05,Monday,Procurement,Vendor_055,Consulting,819.11,50000,Approver_13,INV-101222
TXN-000958,2025-03-17,09:39,Monday,Marketing,Vendor_004,Equipment,8732.44,25000,Approver_01,INV-101223
TXN-005473,2025-03-18,11:26,Tuesday,HR,Vendor_030,Supplies,86240.37,15000,Approver_15,INV-101224
TXN-001930,2025-03-18,09:36,Tuesday,HR,Vendor_040,Supplies,9167.78,15000,Approver_02,INV-101225
TXN-005059,2025-03-18,10:36,Tuesday,HR,Vendor_056,Software,646.24,15000,Approver_07,INV-101226
TXN-000780,2025-03-18,09:27,Tuesday,IT,Vendor_014,Equipment,3147.38,40000,Approver_10,INV-101227
TXN-005852,2025-03-18,18:59,Tuesday,Sales,Vendor_009,Equipment,161.65,20000,Approver_01,INV-101228
TXN-001805,2025-03-18,14:21,Tuesday,Procurement,Vendor_009,Misc,20878.33,50000,Approver_14,INV-101229
TXN-000474,2025-03-18,14:19,Tuesday,IT,Vendor_014,Consulting,6798.56,40000,Approver_15,INV-101230
TXN-002520,2025-03-18,09:48,Tuesday,Procurement,Vendor_050,Utilities,-2218.78,50000,Approver_02,INV-101231
TXN-000957,2025-03-18,10:23,Tuesday,HR,Vendor_041,Utilities,52551.66,15000,Approver_07,INV-101232
TXN-005203,2025-03-18,15:34,Tuesday,Operations,Vendor_003,Software,746.53,30000,Approver_02,INV-101233
TXN-001590,2025-03-18,11:16,Tuesday,Finance,Vendor_048,Software,11.0,60000,Approver_01,INV-101234
TXN-000734,2025-03-18,16:40,Tuesday,IT,Vendor_043,Equipment,36286.57,40000,Approver_07,INV-101235
TXN-003319,2025-03-18,08:49,Tuesday,Sales,Vendor_048,Equipment,389.62,20000,Approver_01,INV-101236
TXN-004325,2025-03-18,11:12,Tuesday,Operations,Vendor_012,Supplies,293.93,30000,Approver_11,INV-101237
TXN-000406,2025-03-18,14:25,Tuesday,Procurement,Vendor_032,Consulting,2527.99,50000,Approver_08,INV-101238
TXN-004708,2025-03-18,17:53,Tuesday,IT,Vendor_040,Travel,9079.65,40000,Approver_08,INV-101239
TXN-001581,2025-03-18,13:34,Tuesday,Sales,Vendor_042,Misc,85433.6,20000,Approver_13,INV-101240
TXN-001579,2025-03-18,09:27,Tuesday,Finance,Vendor_026,Travel,5000.0,60000,Approver_04,INV-101241
TXN-004061,2025-03-18,11:36,Tuesday,Sales,Vendor_004,Travel,18804.37,20000,Approver_01,INV-101242
TXN-001574,2025-03-18,10:26,Tuesday,Marketing,Vendor_032,Misc,22759.23,25000,Approver_02,INV-101243
TXN-002057,2025-03-18,08:05,Tuesday,IT,Vendor_057,Software,12.57,40000,Approver_01,INV-101244
TXN-003403,2025-03-18,15:45,Tuesday,Marketing,Vendor_024,Equipment,8125.57,25000,Approver_10,INV-101245
TXN-005622,2025-03-18,09:27,Tuesday,HR,Vendor_056,Software,1280.45,15000,Approver_13,INV-101246
TXN-000741,2025-03-18,16:13,Tuesday,Marketing,Vendor_014,Software,242.11,25000,Approver_14,INV-101247
TXN-001461,2025-03-18,10:12,Tuesday,HR,Vendor_007,Supplies,707.0,15000,Approver_12,INV-101248
TXN-000951,2025-03-18,11:00,Tuesday,HR,Vendor_028,Utilities,1000.0,15000,Approver_08,INV-101249
TXN-001013,2025-03-18,15:27,Tuesday,Finance,Vendor_012,Software,575.07,60000,Approver_10,INV-101250
TXN-002693,2025-03-18,15:30,Tuesday,Finance,Vendor_035,Utilities,29.83,60000,Approver_12,INV-101251
TXN-005454,2025-03-18,18:03,Tuesday,HR,Vendor_022,Misc,131.02,15000,Approver_03,INV-101252
TXN-001723,2025-03-18,16:52,Tuesday,Sales,Vendor_003,Software,46852.69,20000,Approver_02,INV-101253
TXN-001641,2025-03-18,15:29,Tuesday,Procurement,Vendor_006,Supplies,213.34,50000,Approver_14,INV-101254
TXN-002287,2025-03-18,18:09,Tuesday,Sales,Vendor_014,Equipment,-3288.46,20000,Approver_03,INV-101255
TXN-003270,2025-03-18,10:11,Tuesday,Marketing,Vendor_056,Supplies,54.69,25000,Approver_12,INV-101256
TXN-005281,2025-03-18,16:01,Tuesday,Operations,Vendor_014,Travel,29048.45,30000,Approver_14,INV-101257
TXN-001014,2025-03-19,16:31,Wednesday,Sales,Vendor_004,Misc,3869.85,20000,Approver_03,INV-101258
TXN-001120,2025-03-19,10:16,Wednesday,Marketing,Vendor_040,Travel,808.5,25000,Approver_13,INV-101259
TXN-000206,2025-03-19,09:24,Wednesday,Operations,Vendor_027,Supplies,110.14,30000,Approver_05,INV-101260
TXN-000806,2025-03-19,11:23,Wednesday,Finance,Vendor_019,Supplies,65743.17,60000,Approver_05,INV-101261
TXN-002978,2025-03-19,17:26,Wednesday,Finance,Vendor_041,Equipment,653.16,60000,Approver_11,INV-101262
TXN-000179,2025-03-19,15:56,Wednesday,Marketing,Vendor_042,Utilities,972.27,25000,Approver_05,INV-101263
TXN-001298,2025-03-19,13:20,Wednesday,Marketing,Vendor_022,Supplies,766.47,25000,Approver_04,INV-101260
TXN-000583,2025-03-19,09:37,Wednesday,Marketing,Vendor_051,Supplies,214.87,25000,Approver_08,INV-101265
TXN-004128,2025-03-19,15:18,Wednesday,Finance,Vendor_025,Supplies,898.23,60000,Approver_08,INV-101266
TXN-003168,2025-03-19,10:55,Wednesday,Marketing,Vendor_023,Equipment,1919.48,25000,Approver_06,INV-101267
TXN-003435,2025-03-19,12:46,Wednesday,Marketing,Vendor_040,Equipment,17.15,25000,Approver_04,INV-101268
TXN-005410,2025-03-19,16:21,Wednesday,IT,Vendor_040,Supplies,77.52,40000,Approver_15,INV-101269
TXN-002824,2025-03-19,14:07,Wednesday,HR,Vendor_060,Software,713.14,15000,Approver_13,INV-101270
TXN-001073,2025-03-19,15:37,Wednesday,Sales,Vendor_017,Travel,115.25,20000,Approver_15,INV-101271
TXN-002218,2025-03-19,12:14,Wednesday,Procurement,Vendor_035,Consulting,1748.26,50000,Approver_06,INV-101272
TXN-000097,2025-03-19,15:49,Wednesday,Finance,Vendor_004,Travel,275.91,60000,Approver_06,INV-101273
TXN-004272,2025-03-19,09:44,Wednesday,HR,Vendor_017,Software,57970.77,15000,Approver_10,INV-101274
TXN-004902,2025-03-19,13:58,Wednesday,Sales,Vendor_023,Travel,289.2,20000,Approver_10,INV-101275
TXN-004775,2025-03-19,16:49,Wednesday,Procurement,Vendor_033,Software,168.7,50000,Approver_12,INV-101276
TXN-003323,2025-03-19,16:26,Wednesday,HR,Vendor_020,Misc,146.43,15000,Approver_05,INV-101277
TXN-000903,2025-03-19,12:12,Wednesday,Marketing,Vendor_031,Utilities,332.76,25000,Approver_08,INV-101278
TXN-000337,2025-03-19,15:13,Wednesday,Operations,Vendor_057,Travel,1251.74,30000,Approver_13,INV-101279
TXN-002311,2025-03-19,16:20,Wednesday,Operations,Vendor_043,Travel,71440.78,30000,Approver_08,INV-101280
TXN-005443,2025-03-19,14:24,Wednesday,Sales,Vendor_047,Utilities,5493.06,20000,Approver_14,INV-101281
TXN-005734,2025-03-19,13:44,Wednesday,Sales,Vendor_054,Utilities,326.43,20000,Approver_07,INV-101282
TXN-004030,2025-03-20,12:15,Thursday,Finance,Vendor_017,Travel,156.21,60000,Approver_08,INV-101283
TXN-003493,2025-03-20,08:25,Thursday,Procurement,Vendor_056,Utilities,403.63,50000,Approver_05,INV-101284
TXN-005217,2025-03-20,17:59,Thursday,Marketing,Vendor_007,Consulting,1475.58,25000,Approver_13,INV-101285
TXN-001109,2025-03-20,15:09,Thursday,Marketing,Vendor_018,Supplies,2988.25,25000,Approver_13,INV-101286
TXN-003510,2025-03-20,16:33,Thursday,Finance,Vendor_047,Supplies,11.03,60000,Approver_10,INV-101287
TXN-004599,2025-03-20,15:41,Thursday,Procurement,Vendor_050,Software,65.89,50000,Approver_10,INV-101288
TXN-003239,2025-03-20,12:27,Thursday,Marketing,Vendor_035,Equipment,145.51,25000,Approver_14,INV-101283
TXN-001985,2025-03-20,13:34,Thursday,Marketing,Vendor_052,Misc,7130.23,25000,Approver_05,INV-101290
TXN-004565,2025-03-20,12:50,Thursday,HR,Vendor_025,Consulting,24.57,15000,Approver_11,INV-101291
TXN-000546,2025-03-20,15:28,Thursday,IT,Vendor_031,Supplies,86.71,40000,Approver_03,INV-101292
TXN-005676,2025-03-20,11:22,Thursday,Procurement,Vendor_002,Software,4007.82,50000,Approver_03,INV-101293
TXN-000192,2025-03-20,18:59,Thursday,Procurement,Vendor_018,Equipment,1324.45,50000,Approver_15,INV-101294
TXN-005720,2025-03-20,15:16,Thursday,Procurement,Vendor_056,Utilities,15.67,50000,Approver_08,INV-101295
TXN-004548,2025-03-20,15:22,Thursday,HR,Vendor_003,Software,1862.72,15000,Approver_14,INV-101296
TXN-004417,2025-03-20,15:02,Thursday,Procurement,Vendor_046,Software,1551.38,50000,Approver_15,INV-101297
TXN-001483,2025-03-20,14:33,Thursday,IT,Vendor_035,Software,40808.3,40000,Approver_01,INV-101298
TXN-004083,2025-03-20,15:03,Thursday,Operations,Vendor_035,Equipment,17.09,30000,Approver_09,INV-101295
TXN-005194,2025-03-20,00:45,Thursday,Sales,Vendor_047,Supplies,4248.12,20000,Approver_07,INV-101300
TXN-004111,2025-03-20,12:59,Thursday,Procurement,Vendor_017,Utilities,736.97,50000,Approver_05,INV-101301
TXN-004403,2025-03-20,11:15,Thursday,Sales,Vendor_027,Software,10787.23,20000,Approver_08,INV-101302
TXN-004539,2025-03-20,15:20,Thursday,HR,Vendor_054,Travel,387.39,15000,,INV-101303
TXN-004667,2025-03-20,10:41,Thursday,Operations,Vendor_024,Travel,321.54,30000,Approver_03,INV-101304
TXN-004436,2025-03-20,16:28,Thursday,Operations,Vendor_018,Equipment,74.17,30000,Approver_15,INV-101305
TXN-003214,2025-03-20,09:44,Thursday,Procurement,Vendor_057,Software,11.19,50000,Approver_06,INV-101306
TXN-000202,2025-03-20,17:22,Thursday,IT,Vendor_008,Equipment,141.31,40000,Approver_01,INV-101307
TXN-002594,2025-03-20,16:30,Thursday,IT,Vendor_037,Misc,1019.28,40000,Approver_11,INV-101302
TXN-001946,2025-03-20,17:42,Thursday,Finance,Vendor_016,Consulting,409.01,60000,Approver_15,INV-101309
TXN-001409,2025-03-21,08:19,Friday,Finance,Vendor_005,Supplies,1627.53,60000,Approver_03,INV-101310
TXN-002682,2025-03-21,15:40,Friday,Procurement,Vendor_042,Utilities,15000.0,50000,Approver_07,INV-101311
TXN-002668,2025-03-21,13:07,Friday,Operations,Vendor_044,Supplies,373.86,30000,Approver_13,INV-101312
TXN-005167,2025-03-21,14:00,Friday,Operations,Vendor_058,Consulting,5109.92,30000,Approver_01,INV-101313
TXN-005892,2025-03-21,08:31,Friday,IT,Vendor_016,Consulting,7215.4,40000,Approver_11,INV-101314
TXN-003904,2025-03-21,08:25,Friday,HR,Vendor_032,Travel,3539.15,15000,Approver_13,INV-101315
TXN-003978,2025-03-21,15:33,Friday,HR,Vendor_028,Misc,113.67,15000,Approver_08,INV-101316
TXN-001575,2025-03-21,18:50,Friday,Marketing,Vendor_041,Consulting,13.09,25000,Approver_08,INV-101317
TXN-002789,2025-03-21,10:35,Friday,HR,Vendor_001,Software,18.39,15000,Approver_09,INV-101314
TXN-000823,2025-03-21,15:00,Friday,Finance,Vendor_015,Utilities,737.3,60000,Approver_14,INV-101319
TXN-000825,2025-03-21,09:26,Friday,HR,Vendor_054,Misc,91.32,15000,Approver_04,INV-101320
TXN-004240,2025-03-21,08:11,Friday,HR,Vendor_031,Misc,14869.39,15000,Approver_11,INV-101321
TXN-000633,2025-03-21,17:44,Friday,HR,Vendor_038,Software,11.4,15000,Approver_08,INV-101322
TXN-001744,2025-03-21,08:51,Friday,Operations,Vendor_041,Supplies,3805.65,30000,Approver_13,INV-101323
TXN-002249,2025-03-21,17:26,Friday,Procurement,Vendor_059,Software,78.07,50000,Approver_11,INV-101324
TXN-003640,2025-03-21,08:31,Friday,Sales,Vendor_028,Misc,18719.77,20000,Approver_06,INV-101325
TXN-000195,2025-03-21,15:32,Friday,Sales,Vendor_029,Software,992.42,20000,Approver_07,INV-101326
TXN-003647,2025-03-21,12:26,Friday,Finance,Vendor_047,Equipment,32.85,60000,Approver_14,INV-101322
TXN-005850,2025-03-21,08:34,Friday,HR,Vendor_058,Equipment,2821.45,15000,Approver_01,INV-101328
TXN-004608,2025-03-21,15:55,Friday,Marketing,Vendor_044,Travel,486.74,25000,Approver_10,INV-101329
TXN-003377,2025-03-21,17:07,Friday,Sales,Vendor_038,Utilities,112.32,20000,Approver_01,INV-101330
TXN-000519,2025-03-21,16:41,Friday,Operations,Vendor_025,Utilities,843.73,30000,Approver_10,INV-101331
TXN-005432,2025-03-21,11:16,Friday,Marketing,Vendor_014,Software,6668.25,25000,Approver_06,INV-101332
TXN-000886,2025-03-21,08:55,Friday,Sales,Vendor_004,Misc,207.19,20000,Approver_10,INV-101333
TXN-004631,2025-03-21,10:38,Friday,HR,Vendor_045,Utilities,9732.58,15000,Approver_14,INV-101334
TXN-003207,2025-03-21,11:12,Friday,Finance,Vendor_028,Software,1651.2,60000,Approver_14,INV-101335
TXN-005412,2025-03-24,16:14,Monday,Operations,Vendor_045,Travel,285.73,30000,Approver_03,INV-101336
TXN-004145,2025-03-24,17:14,Monday,Operations,Vendor_041,Utilities,29.86,30000,Approver_14,INV-101337
TXN-002422,2025-03-24,13:26,Monday,IT,Vendor_001,Software,1109.41,40000,Approver_04,INV-101338
TXN-000729,2025-03-24,18:15,Monday,IT,Vendor_049,Software,892.28,40000,Approver_07,INV-101339
TXN-000701,2025-03-24,15:10,Monday,Marketing,Vendor_042,Consulting,245.86,25000,Approver_07,INV-101340
TXN-003240,2025-03-24,09:40,Monday,Sales,Vendor_021,Supplies,303.79,20000,Approver_12,INV-101341
TXN-000074,2025-03-24,12:36,Monday,Procurement,Vendor_006,Equipment,442.5,50000,Approver_08,INV-101342
TXN-001249,2025-03-24,18:33,Monday,HR,Vendor_013,Consulting,339.71,15000,Approver_09,INV-101343
TXN-000443,2025-03-24,17:04,Monday,Marketing,Vendor_056,Misc,351.93,25000,Approver_12,INV-101344
TXN-001115,2025-03-24,14:21,Monday,Marketing,Vendor_002,Utilities,2500.0,25000,Approver_11,INV-101345
TXN-000350,2025-03-24,18:35,Monday,Operations,Vendor_017,Supplies,4142.37,30000,Approver_06,INV-101346
TXN-005089,2025-03-24,15:56,Monday,Procurement,Vendor_048,Consulting,420.56,50000,Approver_10,INV-101347
TXN-005577,2025-03-24,08:13,Monday,Marketing,Vendor_055,Consulting,40.62,25000,Approver_07,INV-101348
TXN-003725,2025-03-24,15:36,Monday,Operations,Vendor_039,Consulting,405.5,30000,Approver_14,INV-101349
TXN-004937,2025-03-24,10:52,Monday,Sales,Vendor_009,Travel,35.84,20000,Approver_11,INV-101344
TXN-004853,2025-03-24,17:25,Monday,HR,Vendor_054,Supplies,800.8,15000,Approver_02,INV-101351
TXN-002948,2025-03-24,09:30,Monday,Sales,Vendor_004,Utilities,19542.92,20000,,INV-101352
TXN-003648,2025-03-24,13:23,Monday,HR,Vendor_011,Equipment,2077.36,15000,Approver_03,INV-101353
TXN-004886,2025-03-24,10:34,Monday,Marketing,Vendor_030,Utilities,2145.73,25000,Approver_15,INV-101354
TXN-005511,2025-03-24,12:11,Monday,HR,Vendor_023,Software,37.69,15000,Approver_03,INV-101355
TXN-001690,2025-03-24,16:11,Monday,Sales,Vendor_040,Travel,318.57,20000,Approver_15,INV-101356
TXN-002206,2025-03-24,10:07,Monday,Finance,Vendor_026,Consulting,113.07,60000,Approver_02,INV-101357
TXN-000968,2025-03-24,11:35,Monday,Marketing,Vendor_041,Equipment,29.08,25000,Approver_07,INV-101358
TXN-001868,2025-03-24,12:43,Monday,Operations,Vendor_020,Utilities,28.22,30000,Approver_06,INV-101359
TXN-005819,2025-03-24,14:05,Monday,Finance,Vendor_045,Supplies,94.88,60000,Approver_09,INV-101360
TXN-002944,2025-03-24,08:02,Monday,Operations,Vendor_007,Utilities,1669.6,30000,Approver_07,INV-101361
TXN-001473,2025-03-24,14:46,Monday,Finance,Vendor_013,Software,176.24,60000,Approver_06,INV-101362
TXN-004684,2025-03-24,16:09,Monday,Procurement,Vendor_039,Supplies,10000.0,50000,Approver_12,INV-101363
TXN-000249,2025-03-25,08:39,Tuesday,Finance,Vendor_051,Consulting,8280.88,60000,Approver_09,INV-101364
TXN-004722,2025-03-25,16:02,Tuesday,Finance,Vendor_035,Utilities,55120.07,60000,Approver_03,INV-101365
TXN-003533,2025-03-25,12:58,Tuesday,Operations,Vendor_002,Consulting,18.33,30000,Approver_10,INV-101366
TXN-005487,2025-03-25,09:20,Tuesday,Marketing,Vendor_058,Utilities,166.08,25000,Approver_03,INV-101367
TXN-003294,2025-03-25,15:56,Tuesday,Procurement,Vendor_052,Misc,37490.65,50000,Approver_13,INV-101368
TXN-005154,2025-03-25,10:40,Tuesday,Sales,Vendor_004,Utilities,258.65,20000,Approver_09,INV-101369
TXN-004369,2025-03-25,16:42,Tuesday,Procurement,Vendor_036,Equipment,357.67,50000,Approver_10,INV-101370
TXN-001493,2025-03-25,09:33,Tuesday,Operations,Vendor_049,Travel,53.27,30000,Approver_02,INV-101365
TXN-003663,2025-03-25,11:42,Tuesday,Sales,Vendor_056,Travel,245.43,20000,,INV-101372
TXN-005737,2025-03-25,12:18,Tuesday,IT,Vendor_018,Software,26736.06,40000,Approver_04,INV-101373
TXN-002038,2025-03-25,08:53,Tuesday,Sales,Vendor_052,Equipment,37372.59,20000,Approver_07,INV-101374
TXN-001389,2025-03-25,11:31,Tuesday,Operations,Vendor_046,Utilities,52.44,30000,Approver_10,INV-101375
TXN-001478,2025-03-25,10:14,Tuesday,HR,Vendor_007,Equipment,367.76,15000,Approver_06,INV-101376
TXN-001319,2025-03-25,11:58,Tuesday,Finance,Vendor_026,Travel,114.5,60000,Approver_07,INV-101377
TXN-001769,2025-03-25,14:15,Tuesday,Operations,Vendor_054,Utilities,5000.0,30000,Approver_04,INV-101378
TXN-003880,2025-03-25,15:36,Tuesday,Finance,Vendor_020,Misc,1271.55,60000,Approver_02,INV-101379
TXN-000186,2025-03-25,15:17,Tuesday,HR,Vendor_034,Equipment,7322.95,15000,Approver_12,INV-101380
TXN-000560,2025-03-25,16:45,Tuesday,Operations,Vendor_019,Supplies,538.58,30000,Approver_04,INV-101381
TXN-003433,2025-03-25,10:29,Tuesday,HR,Vendor_035,Utilities,13885.49,15000,Approver_12,INV-101382
TXN-002859,2025-03-25,14:31,Tuesday,Procurement,Vendor_013,Utilities,2453.61,50000,Approver_04,INV-101383
TXN-001074,2025-03-25,13:47,Tuesday,HR,Vendor_039,Consulting,164.99,15000,Approver_13,INV-101384
TXN-002179,2025-03-25,10:42,Tuesday,Sales,Vendor_027,Utilities,10.33,20000,Approver_01,INV-101385
TXN-001337,2025-03-25,08:05,Tuesday,IT,Vendor_058,Software,940.86,40000,Approver_15,INV-101386
TXN-000264,2025-03-25,17:11,Tuesday,Operations,Vendor_010,Supplies,22.63,30000,Approver_15,INV-101387
TXN-002608,2025-03-25,10:01,Tuesday,Marketing,Vendor_058,Misc,166.64,25000,Approver_06,INV-101388
TXN-000566,2025-03-26,15:03,Wednesday,Marketing,Vendor_008,Equipment,133.08,25000,Approver_10,INV-101389
TXN-003185,2025-03-26,11:59,Wednesday,HR,Vendor_010,Misc,6991.11,15000,Approver_04,INV-101390
TXN-000529,2025-03-26,12:21,Wednesday,HR,Vendor_016,Supplies,66.11,15000,Approver_01,INV-101391
TXN-001306,2025-03-26,16:30,Wednesday,Sales,Vendor_058,Travel,122.19,20000,Approver_03,INV-101392
TXN-002567,2025-03-26,18:23,Wednesday,IT,Vendor_015,Equipment,827.42,40000,Approver_06,INV-101393
TXN-005865,2025-03-26,14:23,Wednesday,Operations,Vendor_046,Travel,7450.27,30000,Approver_08,INV-101394
TXN-005136,2025-03-26,15:36,Wednesday,Procurement,Vendor_055,Travel,35.47,50000,Approver_08,INV-101395
TXN-003525,2025-03-26,12:33,Wednesday,Marketing,Vendor_006,Travel,7826.28,25000,Approver_05,INV-101396
TXN-005571,2025-03-26,16:25,Wednesday,HR,Vendor_017,Travel,586.59,15000,Approver_02,INV-101397
TXN-005057,2025-03-26,16:16,Wednesday,HR,Vendor_045,Travel,2500.0,15000,Approver_02,INV-101398
TXN-001900,2025-03-26,16:23,Wednesday,Finance,Vendor_004,Supplies,7500.0,60000,Approver_10,INV-101399
TXN-000237,2025-03-26,11:08,Wednesday,HR,Vendor_006,Software,822.41,15000,Approver_10,INV-101400
TXN-005678,2025-03-26,14:14,Wednesday,Operations,Vendor_056,Software,369.26,30000,,INV-101401
TXN-004078,2025-03-26,11:02,Wednesday,Finance,Vendor_058,Misc,571.55,60000,Approver_15,INV-101402
TXN-002882,2025-03-26,08:01,Wednesday,IT,Vendor_020,Misc,65212.88,40000,Approver_02,INV-101397
TXN-004427,2025-03-26,15:19,Wednesday,IT,Vendor_053,Consulting,4625.81,40000,Approver_09,INV-101404
TXN-000445,2025-03-26,16:44,Wednesday,IT,Vendor_042,Supplies,183.87,40000,Approver_02,INV-101405
TXN-004175,2025-03-26,11:38,Wednesday,Finance,Vendor_055,Supplies,113.15,60000,,INV-101406
TXN-001964,2025-03-26,13:50,Wednesday,Finance,Vendor_020,Utilities,958.98,60000,Approver_03,INV-101407
TXN-004389,2025-03-26,15:13,Wednesday,IT,Vendor_012,Supplies,81.92,40000,Approver_14,INV-101408
TXN-003912,2025-03-26,10:11,Wednesday,HR,Vendor_018,Supplies,300.32,15000,Approver_08,INV-101409
TXN-003092,2025-03-26,15:07,Wednesday,Marketing,Vendor_053,Travel,3993.62,25000,Approver_07,INV-101410
TXN-002897,2025-03-26,15:29,Wednesday,IT,Vendor_059,Equipment,14.45,40000,Approver_12,INV-101411
TXN-002110,2025-03-27,12:06,Thursday,Finance,Vendor_046,Equipment,1501.16,60000,Approver_03,INV-101412
TXN-004646,2025-03-27,17:12,Thursday,Marketing,Vendor_012,Consulting,1000.0,25000,Approver_10,INV-101413
TXN-004093,2025-03-27,15:14,Thursday,Finance,Vendor_044,Supplies,58595.96,60000,Approver_05,INV-101414
TXN-004772,2025-03-27,12:09,Thursday,Procurement,Vendor_053,Utilities,38.09,50000,Approver_03,INV-101415
TXN-005822,2025-03-27,14:35,Thursday,Operations,Vendor_005,Supplies,444.8,30000,Approver_15,INV-101416
TXN-005801,2025-03-27,11:53,Thursday,HR,Vendor_042,Misc,6988.93,15000,Approver_13,INV-101417
TXN-000163,2025-03-27,11:00,Thursday,Finance,Vendor_026,Misc,8802.67,60000,Approver_02,INV-101418
TXN-000982,2025-03-27,11:56,Thursday,Marketing,Vendor_043,Equipment,560.02,25000,Approver_15,INV-101419
TXN-004330,2025-03-27,16:02,Thursday,IT,Vendor_001,Equipment,177.77,40000,Approver_15,INV-101420
TXN-001264,2025-03-27,18:04,Thursday,Procurement,Vendor_054,Equipment,59791.59,50000,Approver_15,INV-101421
TXN-003431,2025-03-27,12:01,Thursday,Marketing,Vendor_003,Software,864.37,25000,Approver_01,INV-101422
TXN-003298,2025-03-27,09:39,Thursday,Procurement,Vendor_055,Consulting,536.09,50000,Approver_13,INV-101423
TXN-003692,2025-03-27,17:57,Thursday,HR,Vendor_039,Software,257.63,15000,Approver_14,INV-101424
TXN-002892,2025-03-27,10:00,Thursday,Finance,Vendor_050,Misc,292.87,60000,Approver_13,INV-101425
TXN-000929,2025-03-27,10:16,Thursday,Operations,Vendor_005,Consulting,457.5,30000,Approver_14,INV-101426
TXN-003688,2025-03-27,14:59,Thursday,Finance,Vendor_060,Utilities,110.91,60000,Approver_10,INV-101427
TXN-004844,2025-03-27,13:25,Thursday,Operations,Vendor_019,Misc,-187.11,30000,Approver_14,INV-101428
TXN-002916,2025-03-27,11:01,Thursday,Sales,Vendor_020,Software,99974.92,20000,Approver_15,INV-101429
TXN-001096,2025-03-27,18:11,Thursday,Finance,Vendor_017,Utilities,225.13,60000,Approver_02,INV-101430
TXN-000197,2025-03-27,18:54,Thursday,Sales,Vendor_056,Misc,18493.65,20000,Approver_10,INV-101431
TXN-005140,2025-03-27,16:05,Thursday,HR,Vendor_052,Travel,4413.66,15000,Approver_09,INV-101432
